ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS
hr,amplitude,blobs_2classes_2features_50samples_no_noise,20,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,20,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,20,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,21,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,21,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,21,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,21,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,22,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,22,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,22,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,22,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,23,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,23,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,23,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,23,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,24,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,24,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,24,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,24,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,25,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,25,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,25,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,25,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,26,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,26,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,26,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,26,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,27,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,27,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,27,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,27,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,28,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,28,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,28,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,28,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,29,SPSAOptimizer(10),silhouette,1,expval,0.4074630464673752,0.5071962808059773,0.6349206349206349,0.5215736040609137,[ 0.46323403  1.12479703 -0.87894149],[0.47600516],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,29,SPSAOptimizer(10),calinski harabasz,1,expval,0.0253060361574467,0.0538029866192351,0.352112676056338,0.3409090909090909,[ 0.50542693  1.39064464 -0.96323446],[0.17274889],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,29,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.6938327945866797,0.6315746399169032,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,blobs_2classes_2features_50samples_no_noise,29,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.0316117626972113,0.0538029866192351,0.2865144334338647,0.3409090909090909,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,0,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,0,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,1,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,1,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,2,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,2,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,3,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,3,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,4,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,4,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,5,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,5,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,5,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,5,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,6,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,6,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,6,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,6,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,7,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,7,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,7,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,7,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,8,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,8,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,8,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,8,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,9,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,9,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,9,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,9,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,10,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,10,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,10,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,10,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,11,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,11,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,11,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,11,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,12,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,12,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,12,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,12,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,13,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,13,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,13,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,13,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,14,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,14,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,14,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,14,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,15,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,15,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,15,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,15,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,16,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,16,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,16,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,16,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,17,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,17,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,17,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,17,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,18,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,18,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,18,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,18,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,19,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
hr,amplitude,circles_500samples_high_noise,19,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 2.71819193 -1.00434755  1.45668918],[2.33647171],YES
hr,amplitude,circles_500samples_high_noise,19,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9186562269828182,0.9197263327090062,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,19,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,5.78436565473092,1.89760805882382,-0.0013590784005721,-0.0033503175821874,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_high_noise,20,SPSAOptimizer(10),silhouette,1,expval,0.9191380698365788,0.9187693437863926,-0.0012256560929463,-0.0011692750897127,[ 0.46495679  1.31452396 -0.8338258 ],[0.07276583],YES
